JobID|JobName|State|Submit|Start|End|Elapsed|NNodes|AllocTRES|NodeList|ExitCode
5898045_0|lahis|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:06:47|00:14:24|1|billing=72,cpu=72,gres/gpu=1,mem=200G,node=1|nid011091|0:0
5898045_1|lahis|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:06:52|00:14:29|1|billing=72,cpu=72,gres/gpu=1,mem=200G,node=1|nid010452|0:0
5898045_2|lahis|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:05:53|00:13:30|1|billing=72,cpu=72,gres/gpu=1,mem=200G,node=1|nid010455|0:0
5898045_3|lahis|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:05:40|00:13:17|1|billing=72,cpu=72,gres/gpu=1,mem=200G,node=1|nid010458|0:0
5898045_4|lahis|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:08:52|00:16:29|1|billing=72,cpu=72,gres/gpu=1,mem=200G,node=1|nid010460|0:0
5898046_0|lape|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:10:46|00:18:23|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010452|0:0
5898046_1|lape|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:11:31|00:19:08|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010460|0:0
5898046_2|lape|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:11:33|00:19:10|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010461|0:0
5898046_3|lape|COMPLETED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T01:10:30|00:18:07|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010461|0:0
5898046_4|lape|FAILED|2026-08-04T00:47:34|2026-08-04T00:52:23|2026-08-04T00:53:14|00:00:51|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010462|1:0
5898426_33|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:25:03|00:03:36|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011072|0:0
5898426_34|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:26:31|00:05:04|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011072|0:0
5898426_35|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:25:08|00:03:41|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011072|0:0
5898426_36|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:26:30|00:05:03|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011072|0:0
5898427_33|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:31:20|00:09:53|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898427_34|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:35:53|00:14:26|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898427_35|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:30:56|00:09:29|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898427_36|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:34:58|00:13:31|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898428_33|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:26:08|00:04:41|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898428_34|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:27:40|00:06:13|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898428_35|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:27|2026-08-04T01:26:30|00:05:03|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898428_36|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:28|2026-08-04T01:27:43|00:06:15|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898429_33|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:28|2026-08-04T01:27:30|00:06:02|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|0:0
5898429_34|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:28|2026-08-04T01:29:45|00:08:17|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|0:0
5898429_35|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:28|2026-08-04T01:27:18|00:05:50|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011089|0:0
5898429_36|eval-sweep-finals|COMPLETED|2026-08-04T01:17:09|2026-08-04T01:21:28|2026-08-04T01:29:41|00:08:13|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011089|0:0
5898486_4|lape|COMPLETED|2026-08-04T01:28:14|2026-08-04T02:55:47|2026-08-04T03:15:25|00:19:38|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid011004|0:0
5898487|merge-qwen-grpo|COMPLETED|2026-08-04T01:28:35|2026-08-04T02:55:47|2026-08-04T02:57:56|00:02:09|1|billing=72,cpu=72,mem=100G,node=1|nid010040|0:0
5898488_0|lape-qwen|COMPLETED|2026-08-04T01:28:45|2026-08-04T02:55:47|2026-08-04T03:12:10|00:16:23|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid011005|0:0
5898488_1|lape-qwen|COMPLETED|2026-08-04T01:28:45|2026-08-04T02:55:47|2026-08-04T03:12:06|00:16:19|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid011005|0:0
5898488_2|lape-qwen|COMPLETED|2026-08-04T01:28:45|2026-08-04T02:55:47|2026-08-04T03:12:08|00:16:21|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid011006|0:0
5898488_3|lape-qwen|COMPLETED|2026-08-04T01:28:45|2026-08-04T02:55:47|2026-08-04T03:12:13|00:16:26|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid011006|0:0
5898489_4|lape-qwen|COMPLETED|2026-08-04T01:28:45|2026-08-04T03:07:50|2026-08-04T03:22:29|00:14:39|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010522|0:0
5898501_[0-8]|mexa|CANCELLED by 1483807345|2026-08-04T01:36:30|None|2026-08-04T01:42:58|00:00:00|1||None assigned|0:0
5898531_0|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:56:45|00:00:57|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|1:0
5898531_1|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:56:44|00:00:56|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|1:0
5898531_2|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:56:44|00:00:56|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|1:0
5898531_3|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:57:44|00:01:56|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011089|1:0
5898531_4|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:57:45|00:01:57|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011089|1:0
5898531_5|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:56:58|00:01:10|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011091|1:0
5898531_6|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:56:58|00:01:10|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011091|1:0
5898531_7|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:56:58|00:01:10|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011091|1:0
5898531_8|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T02:55:48|2026-08-04T02:57:01|00:01:13|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011099|1:0
5898532_9|mexa|FAILED|2026-08-04T01:42:58|2026-08-04T03:07:50|2026-08-04T03:09:12|00:01:22|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010547|1:0
5898602_37|eval-sweep-finals|COMPLETED|2026-08-04T02:20:38|2026-08-04T03:08:05|2026-08-04T03:14:25|00:06:20|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898603_37|eval-sweep-finals|COMPLETED|2026-08-04T02:20:39|2026-08-04T03:08:06|2026-08-04T03:23:40|00:15:34|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898604_37|eval-sweep-finals|COMPLETED|2026-08-04T02:20:39|2026-08-04T03:08:06|2026-08-04T03:15:50|00:07:44|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898605_37|eval-sweep-finals|COMPLETED|2026-08-04T02:20:39|2026-08-04T03:08:06|2026-08-04T03:17:51|00:09:45|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011073|0:0
5898609_38|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:11:58|00:03:52|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898609_39|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:13:11|00:05:05|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898610_38|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:18:30|00:10:24|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898610_39|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:22:28|00:14:22|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011074|0:0
5898611_38|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:12:35|00:04:29|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|0:0
5898611_39|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:14:05|00:05:59|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|0:0
5898612_38|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:13:47|00:05:41|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011077|0:0
5898612_39|eval-sweep-finals|COMPLETED|2026-08-04T02:26:14|2026-08-04T03:08:06|2026-08-04T03:16:47|00:08:41|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid011080|0:0
5902512_0|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010101|0:0
5902512_1|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010106|0:0
5902512_2|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010108|0:0
5902512_3|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010108|0:0
5902512_4|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:54:50|00:06:19|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010447|0:0
5902512_5|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010452|0:0
5902512_6|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010452|0:0
5902512_7|mexa|CANCELLED by 1483807345|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:31|00:10:00|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010452|0:0
5902512_8|mexa|COMPLETED|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:10|00:09:39|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010453|0:0
5902512_9|mexa|COMPLETED|2026-08-04T08:46:48|2026-08-04T08:48:31|2026-08-04T08:58:12|00:09:41|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010453|0:0
5902628_40|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:57|2026-08-04T09:00:24|00:04:27|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010447|0:0
5902628_41|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:57|2026-08-04T09:00:26|00:04:29|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010453|0:0
5902628_42|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:00:49|00:04:51|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010462|0:0
5902628_43|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:01:57|00:05:59|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010462|0:0
5902628_44|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:01:54|00:05:56|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010462|0:0
5902629_40|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:05:56|00:09:58|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010464|0:0
5902629_41|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:07:26|00:11:28|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010464|0:0
5902629_42|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:07:11|00:11:13|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010464|0:0
5902629_43|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:12:43|00:16:45|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010465|0:0
5902629_44|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:12:04|00:16:06|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010465|0:0
5902630_40|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:01:57|00:05:59|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010465|0:0
5902630_41|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:02:09|00:06:11|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010466|0:0
5902630_42|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:02:12|00:06:14|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010466|0:0
5902630_43|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:03:45|00:07:47|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010466|0:0
5902630_44|eval-sweep-finals|OUT_OF_MEMORY|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T08:57:40|00:01:42|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010469|0:125
5902631_40|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:03:15|00:07:17|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010469|0:0
5902631_41|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:03:17|00:07:19|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010469|0:0
5902631_42|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:03:19|00:07:21|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010470|0:0
5902631_43|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:05:37|00:09:39|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010470|0:0
5902631_44|eval-sweep-finals|COMPLETED|2026-08-04T08:49:31|2026-08-04T08:55:58|2026-08-04T09:05:41|00:09:43|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010470|0:0
5902671_4|lape|COMPLETED|2026-08-04T08:54:25|2026-08-04T08:57:15|2026-08-04T09:15:23|00:18:08|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010478|0:0
5902677_4|mexa|CANCELLED by 1483807345|2026-08-04T08:54:52|2026-08-04T08:57:15|2026-08-04T08:58:31|00:01:16|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010486|0:0
5902877_0|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:58|2026-08-04T09:11:50|00:02:52|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010291|0:0
5902877_1|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:50|00:02:51|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010304|0:0
5902877_2|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:50|00:02:51|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010306|0:0
5902877_3|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:50|00:02:51|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010306|0:0
5902877_4|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:50|00:02:51|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010306|0:0
5902877_5|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:22|00:02:23|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010307|0:0
5902877_6|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:21|00:02:22|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010307|0:0
5902877_7|mexa|COMPLETED|2026-08-04T08:58:55|2026-08-04T09:08:59|2026-08-04T09:11:06|00:02:07|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010311|0:0
5902892_0|olmo-10k-fin|CANCELLED by 1483807345|2026-08-04T09:02:47|2026-08-04T09:09:00|2026-08-04T12:39:36|03:30:36|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010319|0:0
5902892_1|olmo-10k-fin|COMPLETED|2026-08-04T09:02:47|2026-08-04T09:09:00|2026-08-04T11:50:22|02:41:22|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010319|0:0
5903216_5|lape|COMPLETED|2026-08-04T09:31:29|2026-08-04T10:03:25|2026-08-04T10:21:30|00:18:05|1|billing=72,cpu=72,gres/gpu=1,mem=150G,node=1|nid010452|0:0
5903217_[5]|mexa|CANCELLED by 1483807345|2026-08-04T09:31:29|None|2026-08-04T09:31:42|00:00:00|1||None assigned|0:0
5903221_10|mexa|COMPLETED|2026-08-04T09:31:54|2026-08-04T10:03:25|2026-08-04T10:05:58|00:02:33|1|billing=72,cpu=72,gres/gpu=1,mem=100G,node=1|nid010453|0:0
